component_name,correlation_r,abs_correlation,p_value
cas_alt_vs_final_layer_per_head_layer_9_head_11,-0.22178,0.22178,0.00071
cas_alt_vs_current_layer_per_head_layer_9_head_1,0.22176,0.22176,0.00071
ecs_final_layer_per_head_layer_24_head_23,-0.22174,0.22174,0.00071
ecs_prompt_final_layer_per_head_layer_9_head_11,-0.22174,0.22174,0.00071
ecs_prompt_final_layer_per_head_layer_8_head_17,-0.22164,0.22164,0.00071
ecs_prompt_specific_layer_per_head_layer_2_head_1,0.22156,0.22156,0.00071
ecs_prompt_final_layer_per_head_layer_9_head_12,-0.22155,0.22155,0.00071
ecs_final_layer_per_head_layer_13_head_12,-0.22155,0.22155,0.00071
ecs_prompt_final_layer_per_head_layer_23_head_4,-0.22152,0.22152,0.00072
ecs_prompt_final_layer_per_head_layer_6_head_19,-0.22148,0.22148,0.00072
ecs_final_layer_per_head_layer_11_head_18,-0.22147,0.22147,0.00072
ecs_prompt_final_layer_per_head_layer_22_head_12,-0.22147,0.22147,0.00072
ecs_prompt_final_layer_per_head_layer_4_head_9,-0.22144,0.22144,0.00072
ecs_prompt_specific_layer_per_head_layer_4_head_3,0.22140,0.22140,0.00072
ecs_prompt_final_layer_per_head_layer_24_head_19,-0.22134,0.22134,0.00072
ecs_prompt_final_layer_per_head_layer_5_head_0,-0.22127,0.22127,0.00073
v_attn_norm_per_layer_layer_25,0.22125,0.22125,0.00073
cas_alt_vs_final_layer_per_head_layer_16_head_3,-0.22122,0.22122,0.00073
ecs_final_layer_per_head_layer_15_head_5,-0.22117,0.22117,0.00073
ecs_prompt_final_layer_per_head_layer_13_head_4,-0.22116,0.22116,0.00073
ecs_prompt_final_layer_per_head_layer_21_head_1,-0.22113,0.22113,0.00073
ecs_prompt_final_layer_per_head_layer_23_head_0,-0.22113,0.22113,0.00073
cas_alt_vs_final_layer_per_head_layer_26_head_18,-0.22109,0.22109,0.00073
ecs_final_layer_per_head_layer_26_head_1,-0.22101,0.22101,0.00074
cas_alt_vs_final_layer_per_head_layer_9_head_23,-0.22096,0.22096,0.00074
ecs_prompt_final_layer_per_head_layer_25_head_1,-0.22091,0.22091,0.00074
ecs_prompt_final_layer_per_head_layer_12_head_19,-0.22090,0.22090,0.00074
ecs_prompt_final_layer_per_head_layer_13_head_8,-0.22086,0.22086,0.00074
ecs_prompt_final_layer_per_head_layer_19_head_14,-0.22085,0.22085,0.00074
ecs_prompt_final_layer_per_head_layer_23_head_12,-0.22083,0.22083,0.00074
ecs_final_layer_per_head_layer_4_head_21,-0.22078,0.22078,0.00075
ecs_prompt_final_layer_per_head_layer_6_head_18,-0.22077,0.22077,0.00075
ecs_prompt_final_layer_per_head_layer_5_head_5,-0.22076,0.22076,0.00075
ecs_prompt_final_layer_per_head_layer_18_head_12,-0.22076,0.22076,0.00075
cas_alt_vs_final_layer_per_head_layer_9_head_9,-0.22068,0.22068,0.00075
ecs_prompt_final_layer_per_head_layer_23_head_6,-0.22068,0.22068,0.00075
ecs_prompt_final_layer_per_head_layer_6_head_2,-0.22064,0.22064,0.00075
ecs_prompt_final_layer_per_head_layer_1_head_21,-0.22062,0.22062,0.00075
ecs_prompt_final_layer_per_head_layer_21_head_8,-0.22058,0.22058,0.00076
ecs_prompt_final_layer_per_head_layer_6_head_13,-0.22055,0.22055,0.00076
ecs_prompt_final_layer_per_head_layer_22_head_7,-0.22054,0.22054,0.00076
ecs_prompt_final_layer_per_head_layer_19_head_2,-0.22051,0.22051,0.00076
ecs_prompt_final_layer_per_head_layer_7_head_19,-0.22047,0.22047,0.00076
ecs_prompt_final_layer_per_head_layer_5_head_9,-0.22039,0.22039,0.00076
ecs_prompt_final_layer_per_head_layer_18_head_5,-0.22037,0.22037,0.00076
ecs_prompt_final_layer_per_head_layer_0_head_13,-0.22037,0.22037,0.00076
ecs_final_layer_per_head_layer_10_head_7,-0.22031,0.22031,0.00077
ecs_prompt_final_layer_per_head_layer_25_head_6,-0.22026,0.22026,0.00077
ecs_final_layer_per_head_layer_12_head_16,-0.22025,0.22025,0.00077
ecs_prompt_final_layer_per_head_layer_7_head_13,-0.22019,0.22019,0.00077
ecs_prompt_final_layer_per_head_layer_20_head_2,-0.22017,0.22017,0.00077
ecs_final_layer_per_head_layer_19_head_2,-0.22015,0.22015,0.00077
ecs_prompt_specific_layer_per_head_layer_26_head_17,-0.22010,0.22010,0.00078
ecs_prompt_final_layer_per_head_layer_10_head_16,-0.22007,0.22007,0.00078
ecs_final_layer_per_head_layer_12_head_2,-0.22006,0.22006,0.00078
ecs_prompt_final_layer_per_head_layer_8_head_9,-0.22006,0.22006,0.00078
ecs_prompt_final_layer_per_head_layer_16_head_4,-0.22005,0.22005,0.00078
ecs_prompt_final_layer_per_head_layer_15_head_13,-0.21995,0.21995,0.00078
ecs_prompt_final_layer_per_head_layer_23_head_8,-0.21995,0.21995,0.00078
ecs_prompt_final_layer_per_head_layer_1_head_4,-0.21989,0.21989,0.00079
bos_attention_proportion_per_head_layer_20_head_21,0.21988,0.21988,0.00079
ecs_final_layer_per_head_layer_11_head_19,-0.21986,0.21986,0.00079
ecs_prompt_final_layer_per_head_layer_16_head_10,-0.21983,0.21983,0.00079
ecs_final_layer_per_head_layer_17_head_4,-0.21977,0.21977,0.00079
ecs_final_layer_per_head_layer_17_head_19,-0.21970,0.21970,0.00079
ecs_prompt_final_layer_per_head_layer_14_head_14,-0.21966,0.21966,0.00080
ecs_prompt_final_layer_per_head_layer_23_head_2,-0.21965,0.21965,0.00080
ecs_prompt_final_layer_per_head_layer_3_head_6,-0.21965,0.21965,0.00080
ecs_final_layer_per_head_layer_26_head_4,-0.21964,0.21964,0.00080
ecs_prompt_final_layer_per_head_layer_21_head_11,-0.21964,0.21964,0.00080
ecs_prompt_final_layer_per_head_layer_22_head_13,-0.21958,0.21958,0.00080
ecs_prompt_final_layer_per_head_layer_10_head_5,-0.21944,0.21944,0.00081
ecs_prompt_final_layer_per_head_layer_11_head_11,-0.21942,0.21942,0.00081
ecs_final_layer_per_head_layer_17_head_8,-0.21938,0.21938,0.00081
cas_alt_vs_final_layer_per_head_layer_25_head_21,-0.21935,0.21935,0.00081
ecs_final_layer_per_head_layer_13_head_5,-0.21931,0.21931,0.00081
ecs_prompt_final_layer_per_head_layer_8_head_1,-0.21929,0.21929,0.00081
cas_alt_vs_final_layer_per_head_layer_4_head_21,-0.21928,0.21928,0.00081
ecs_prompt_final_layer_per_head_layer_8_head_10,-0.21921,0.21921,0.00082
ecs_prompt_final_layer_per_head_layer_7_head_5,-0.21919,0.21919,0.00082
ecs_final_layer_per_head_layer_10_head_10,-0.21919,0.21919,0.00082
ecs_prompt_final_layer_per_head_layer_8_head_23,-0.21919,0.21919,0.00082
ecs_prompt_final_layer_per_head_layer_15_head_7,-0.21913,0.21913,0.00082
cas_alt_vs_final_layer_per_head_layer_25_head_0,-0.21912,0.21912,0.00082
ecs_prompt_final_layer_per_head_layer_21_head_14,-0.21910,0.21910,0.00082
ecs_prompt_final_layer_per_head_layer_7_head_4,-0.21908,0.21908,0.00082
ecs_prompt_final_layer_per_head_layer_11_head_22,-0.21908,0.21908,0.00082
ecs_prompt_final_layer_per_head_layer_19_head_18,-0.21904,0.21904,0.00082
ecs_final_layer_per_head_layer_18_head_21,-0.21904,0.21904,0.00082
ecs_prompt_final_layer_per_head_layer_10_head_22,-0.21898,0.21898,0.00083
ecs_prompt_final_layer_per_head_layer_13_head_15,-0.21897,0.21897,0.00083
ecs_prompt_final_layer_per_head_layer_22_head_8,-0.21893,0.21893,0.00083
ecs_prompt_final_layer_per_head_layer_20_head_7,-0.21892,0.21892,0.00083
cas_alt_vs_current_layer_per_head_layer_14_head_0,0.21890,0.21890,0.00083
ecs_final_layer_per_head_layer_12_head_4,-0.21889,0.21889,0.00083
ecs_prompt_final_layer_per_head_layer_16_head_19,-0.21880,0.21880,0.00084
cas_alt_vs_final_layer_per_head_layer_19_head_2,-0.21876,0.21876,0.00084
ecs_final_layer_per_head_layer_19_head_1,-0.21873,0.21873,0.00084
ecs_prompt_final_layer_per_head_layer_8_head_2,-0.21865,0.21865,0.00084
ecs_final_layer_per_head_layer_15_head_9,-0.21862,0.21862,0.00084
ecs_prompt_final_layer_per_head_layer_8_head_3,-0.21860,0.21860,0.00085
ecs_prompt_final_layer_per_head_layer_17_head_14,-0.21853,0.21853,0.00085
ecs_final_layer_per_head_layer_12_head_19,-0.21852,0.21852,0.00085
ecs_prompt_final_layer_per_head_layer_10_head_11,-0.21848,0.21848,0.00085
ecs_prompt_final_layer_per_head_layer_17_head_5,-0.21846,0.21846,0.00085
ecs_prompt_final_layer_per_head_layer_21_head_3,-0.21842,0.21842,0.00085
ecs_prompt_final_layer_per_head_layer_18_head_7,-0.21831,0.21831,0.00086
ecs_final_layer_per_head_layer_18_head_4,-0.21826,0.21826,0.00086
cas_alt_vs_current_layer_per_head_layer_13_head_13,0.21822,0.21822,0.00086
ecs_final_layer_per_head_layer_13_head_10,-0.21816,0.21816,0.00087
ecs_final_layer_per_head_layer_25_head_6,-0.21813,0.21813,0.00087
cas_alt_vs_final_layer_per_head_layer_1_head_4,-0.21806,0.21806,0.00087
ecs_prompt_final_layer_per_head_layer_5_head_13,-0.21805,0.21805,0.00087
ecs_prompt_final_layer_per_head_layer_19_head_12,-0.21805,0.21805,0.00087
ecs_prompt_final_layer_per_head_layer_15_head_4,-0.21804,0.21804,0.00087
cas_alt_vs_final_layer_per_head_layer_10_head_11,-0.21803,0.21803,0.00087
ecs_prompt_final_layer_per_head_layer_0_head_8,-0.21800,0.21800,0.00087
cas_alt_vs_current_layer_per_head_layer_13_head_9,0.21799,0.21799,0.00087
ecs_final_layer_per_head_layer_24_head_20,-0.21790,0.21790,0.00088
ecs_prompt_final_layer_per_head_layer_5_head_1,-0.21790,0.21790,0.00088
cas_alt_vs_current_layer_per_head_layer_13_head_4,0.21784,0.21784,0.00088
cas_alt_vs_current_layer_per_head_layer_13_head_5,0.21783,0.21783,0.00088
ecs_prompt_final_layer_per_head_layer_8_head_13,-0.21781,0.21781,0.00088
ecs_final_layer_per_head_layer_9_head_9,-0.21772,0.21772,0.00089
ecs_prompt_final_layer_per_head_layer_16_head_9,-0.21771,0.21771,0.00089
attention_entropy_per_head_layer_17_head_8,-0.21770,0.21770,0.00089
ecs_prompt_final_layer_per_head_layer_20_head_1,-0.21770,0.21770,0.00089
ecs_prompt_final_layer_per_head_layer_23_head_1,-0.21769,0.21769,0.00089
ecs_prompt_final_layer_per_head_layer_2_head_11,-0.21764,0.21764,0.00089
ecs_prompt_final_layer_per_head_layer_10_head_6,-0.21763,0.21763,0.00089
cas_alt_vs_current_layer_per_head_layer_14_head_3,0.21763,0.21763,0.00089
ecs_prompt_final_layer_per_head_layer_2_head_18,-0.21753,0.21753,0.00090
ecs_prompt_final_layer_per_head_layer_21_head_4,-0.21749,0.21749,0.00090
ecs_prompt_final_layer_per_head_layer_9_head_0,-0.21747,0.21747,0.00090
bos_attention_proportion_per_head_layer_24_head_5,-0.21745,0.21745,0.00090
ecs_prompt_final_layer_per_head_layer_4_head_11,-0.21728,0.21728,0.00091
ecs_prompt_final_layer_per_head_layer_24_head_6,-0.21726,0.21726,0.00091
ecs_prompt_final_layer_per_head_layer_16_head_1,-0.21719,0.21719,0.00091
ecs_prompt_final_layer_per_head_layer_5_head_14,-0.21717,0.21717,0.00092
ecs_prompt_final_layer_per_head_layer_25_head_14,-0.21717,0.21717,0.00092
ecs_final_layer_per_head_layer_14_head_6,-0.21706,0.21706,0.00092
ecs_final_layer_per_head_layer_24_head_12,-0.21701,0.21701,0.00092
ecs_prompt_final_layer_per_head_layer_13_head_6,-0.21700,0.21700,0.00092
ecs_prompt_final_layer_per_head_layer_17_head_18,-0.21695,0.21695,0.00093
ecs_final_layer_per_head_layer_13_head_18,-0.21690,0.21690,0.00093
ecs_prompt_final_layer_per_head_layer_22_head_0,-0.21688,0.21688,0.00093
ecs_prompt_final_layer_per_head_layer_5_head_19,-0.21688,0.21688,0.00093
ecs_final_layer_per_head_layer_18_head_23,-0.21685,0.21685,0.00093
ecs_prompt_final_layer_per_head_layer_27_head_21,-0.21685,0.21685,0.00093
ecs_prompt_specific_layer_per_head_layer_27_head_21,-0.21685,0.21685,0.00093
ecs_prompt_final_layer_per_head_layer_2_head_9,-0.21681,0.21681,0.00093
ecs_prompt_final_layer_per_head_layer_19_head_7,-0.21679,0.21679,0.00094
cas_alt_vs_final_layer_per_head_layer_1_head_5,-0.21669,0.21669,0.00094
cas_alt_vs_final_layer_per_head_layer_13_head_6,-0.21663,0.21663,0.00094
ecs_prompt_final_layer_per_head_layer_0_head_16,-0.21654,0.21654,0.00095
ecs_prompt_final_layer_per_head_layer_17_head_16,-0.21647,0.21647,0.00095
cas_alt_vs_final_layer_per_head_layer_13_head_4,-0.21644,0.21644,0.00095
ecs_prompt_specific_layer_per_head_layer_27_head_1,-0.21643,0.21643,0.00095
ecs_prompt_final_layer_per_head_layer_27_head_1,-0.21643,0.21643,0.00095
ecs_final_layer_per_head_layer_23_head_20,-0.21640,0.21640,0.00096
ecs_prompt_final_layer_per_head_layer_8_head_8,-0.21639,0.21639,0.00096
ecs_final_layer_per_head_layer_11_head_20,-0.21633,0.21633,0.00096
cas_alt_vs_final_layer_per_head_layer_21_head_2,-0.21633,0.21633,0.00096
ecs_prompt_final_layer_per_head_layer_8_head_7,-0.21630,0.21630,0.00096
ecs_prompt_final_layer_per_head_layer_7_head_15,-0.21625,0.21625,0.00096
ecs_final_layer_per_head_layer_12_head_8,-0.21625,0.21625,0.00096
ecs_prompt_specific_layer_per_head_layer_3_head_15,0.21617,0.21617,0.00097
cas_alt_vs_current_layer_per_head_layer_9_head_12,0.21611,0.21611,0.00097
ecs_final_layer_per_head_layer_23_head_23,-0.21606,0.21606,0.00097
ecs_final_layer_per_head_layer_6_head_22,-0.21605,0.21605,0.00097
ecs_prompt_final_layer_per_head_layer_25_head_8,-0.21603,0.21603,0.00098
cas_alt_vs_final_layer_per_head_layer_24_head_2,-0.21601,0.21601,0.00098
ecs_prompt_final_layer_per_head_layer_13_head_11,-0.21599,0.21599,0.00098
ecs_prompt_final_layer_per_head_layer_8_head_14,-0.21596,0.21596,0.00098
ecs_prompt_final_layer_per_head_layer_14_head_3,-0.21593,0.21593,0.00098
ecs_final_layer_per_head_layer_24_head_6,-0.21584,0.21584,0.00099
ecs_prompt_final_layer_per_head_layer_7_head_14,-0.21583,0.21583,0.00099
ecs_prompt_final_layer_per_head_layer_14_head_12,-0.21582,0.21582,0.00099
cas_alt_vs_final_layer_per_head_layer_23_head_23,-0.21582,0.21582,0.00099
ecs_specific_layer_per_head_layer_27_head_3,-0.21582,0.21582,0.00099
ecs_final_layer_per_head_layer_27_head_3,-0.21582,0.21582,0.00099
ecs_prompt_final_layer_per_head_layer_25_head_3,-0.21582,0.21582,0.00099
ecs_prompt_final_layer_per_head_layer_23_head_23,-0.21582,0.21582,0.00099
ecs_prompt_final_layer_per_head_layer_2_head_3,-0.21580,0.21580,0.00099
ecs_prompt_final_layer_per_head_layer_9_head_19,-0.21578,0.21578,0.00099
ecs_final_layer_per_head_layer_21_head_0,-0.21575,0.21575,0.00099
cas_alt_vs_final_layer_per_head_layer_19_head_12,-0.21574,0.21574,0.00099
bos_attention_proportion_per_head_layer_26_head_3,-0.21573,0.21573,0.00099
ecs_specific_layer_per_head_layer_1_head_9,-0.21572,0.21572,0.00099
ecs_final_layer_per_head_layer_8_head_21,-0.21565,0.21565,0.00100
ecs_prompt_final_layer_per_head_layer_18_head_13,-0.21560,0.21560,0.00100
ecs_final_layer_per_head_layer_26_head_20,-0.21560,0.21560,0.00100
ecs_final_layer_per_head_layer_9_head_0,-0.21558,0.21558,0.00100
cas_alt_vs_current_layer_per_head_layer_27_head_19,-0.21553,0.21553,0.00100
cas_alt_vs_final_layer_per_head_layer_27_head_19,-0.21553,0.21553,0.00100
ecs_prompt_final_layer_per_head_layer_9_head_14,-0.21553,0.21553,0.00100
ecs_prompt_final_layer_per_head_layer_7_head_12,-0.21551,0.21551,0.00100
cas_alt_vs_final_layer_per_head_layer_8_head_6,-0.21547,0.21547,0.00101
ecs_prompt_final_layer_per_head_layer_11_head_4,-0.21547,0.21547,0.00101
cas_alt_vs_current_layer_per_head_layer_14_head_20,0.21546,0.21546,0.00101
ecs_prompt_final_layer_per_head_layer_23_head_13,-0.21543,0.21543,0.00101
ecs_prompt_final_layer_per_head_layer_7_head_6,-0.21531,0.21531,0.00102
ecs_final_layer_per_head_layer_3_head_6,-0.21530,0.21530,0.00102
ecs_final_layer_per_head_layer_12_head_12,-0.21529,0.21529,0.00102
ecs_prompt_final_layer_per_head_layer_1_head_5,-0.21527,0.21527,0.00102
ecs_final_layer_per_head_layer_10_head_23,-0.21526,0.21526,0.00102
ecs_prompt_final_layer_per_head_layer_23_head_20,-0.21525,0.21525,0.00102
ecs_prompt_final_layer_per_head_layer_2_head_22,-0.21524,0.21524,0.00102
ecs_final_layer_per_head_layer_18_head_8,-0.21523,0.21523,0.00102
ecs_prompt_final_layer_per_head_layer_0_head_11,-0.21522,0.21522,0.00102
ecs_prompt_final_layer_per_head_layer_17_head_1,-0.21518,0.21518,0.00102
ecs_prompt_final_layer_per_head_layer_5_head_15,-0.21517,0.21517,0.00102
cas_alt_vs_final_layer_per_head_layer_16_head_21,-0.21513,0.21513,0.00103
cas_alt_vs_current_layer_per_head_layer_14_head_7,0.21513,0.21513,0.00103
ecs_prompt_final_layer_per_head_layer_23_head_15,-0.21512,0.21512,0.00103
ecs_final_layer_per_head_layer_9_head_23,-0.21510,0.21510,0.00103
cas_alt_vs_final_layer_per_head_layer_18_head_21,-0.21508,0.21508,0.00103
ecs_prompt_final_layer_per_head_layer_11_head_5,-0.21505,0.21505,0.00103
ecs_prompt_final_layer_per_head_layer_10_head_12,-0.21505,0.21505,0.00103
bos_attention_proportion_per_head_layer_16_head_17,0.21499,0.21499,0.00103
ecs_final_layer_per_head_layer_9_head_16,-0.21499,0.21499,0.00103
cas_alt_vs_current_layer_per_head_layer_14_head_5,0.21494,0.21494,0.00104
cas_alt_vs_final_layer_per_head_layer_24_head_13,-0.21483,0.21483,0.00104
ecs_prompt_final_layer_per_head_layer_15_head_12,-0.21479,0.21479,0.00105
ecs_prompt_final_layer_per_head_layer_6_head_14,-0.21470,0.21470,0.00105
cas_alt_vs_final_layer_per_head_layer_23_head_5,-0.21468,0.21468,0.00105
cas_alt_vs_current_layer_per_head_layer_9_head_13,0.21465,0.21465,0.00105
ecs_prompt_final_layer_per_head_layer_17_head_12,-0.21459,0.21459,0.00106
ecs_prompt_final_layer_per_head_layer_13_head_3,-0.21458,0.21458,0.00106
cas_alt_vs_final_layer_per_head_layer_8_head_9,-0.21458,0.21458,0.00106
ecs_specific_layer_per_head_layer_27_head_19,-0.21452,0.21452,0.00106
ecs_final_layer_per_head_layer_27_head_19,-0.21452,0.21452,0.00106
ecs_prompt_final_layer_per_head_layer_21_head_9,-0.21447,0.21447,0.00106
ecs_prompt_final_layer_per_head_layer_4_head_4,-0.21444,0.21444,0.00107
ecs_prompt_final_layer_per_head_layer_14_head_20,-0.21443,0.21443,0.00107
cas_alt_vs_current_layer_per_head_layer_27_head_0,-0.21442,0.21442,0.00107
cas_alt_vs_final_layer_per_head_layer_27_head_0,-0.21442,0.21442,0.00107
bos_attention_proportion_per_head_layer_19_head_5,0.21440,0.21440,0.00107
ecs_prompt_final_layer_per_head_layer_22_head_16,-0.21439,0.21439,0.00107
ecs_final_layer_per_head_layer_18_head_6,-0.21437,0.21437,0.00107
ecs_final_layer_per_head_layer_17_head_14,-0.21436,0.21436,0.00107
ecs_prompt_final_layer_per_head_layer_4_head_0,-0.21435,0.21435,0.00107
ecs_final_layer_per_head_layer_6_head_9,-0.21426,0.21426,0.00108
ecs_prompt_final_layer_per_head_layer_19_head_6,-0.21425,0.21425,0.00108
ecs_final_layer_per_head_layer_10_head_16,-0.21424,0.21424,0.00108
ecs_prompt_final_layer_per_head_layer_15_head_1,-0.21423,0.21423,0.00108
cas_alt_vs_final_layer_per_head_layer_26_head_1,-0.21420,0.21420,0.00108
ecs_prompt_final_layer_per_head_layer_24_head_18,-0.21417,0.21417,0.00108
bos_attention_proportion_per_head_layer_2_head_8,0.21408,0.21408,0.00109
ecs_prompt_final_layer_per_head_layer_7_head_10,-0.21406,0.21406,0.00109
ecs_prompt_final_layer_per_head_layer_17_head_20,-0.21401,0.21401,0.00109
ecs_final_layer_per_head_layer_8_head_8,-0.21398,0.21398,0.00109
attention_entropy_per_head_layer_11_head_10,-0.21386,0.21386,0.00110
ecs_prompt_final_layer_per_head_layer_17_head_13,-0.21381,0.21381,0.00110
cas_alt_vs_final_layer_per_head_layer_20_head_20,-0.21380,0.21380,0.00110
ecs_prompt_final_layer_per_head_layer_19_head_1,-0.21378,0.21378,0.00111
ecs_final_layer_per_head_layer_23_head_2,-0.21372,0.21372,0.00111
ecs_prompt_final_layer_per_head_layer_4_head_12,-0.21361,0.21361,0.00112
ecs_prompt_final_layer_per_head_layer_10_head_21,-0.21359,0.21359,0.00112
ecs_prompt_final_layer_per_head_layer_0_head_21,-0.21349,0.21349,0.00112
ecs_prompt_final_layer_per_head_layer_4_head_3,-0.21339,0.21339,0.00113
ecs_prompt_final_layer_per_head_layer_8_head_5,-0.21337,0.21337,0.00113
ecs_prompt_final_layer_per_head_layer_0_head_9,-0.21337,0.21337,0.00113
ecs_prompt_final_layer_per_head_layer_12_head_11,-0.21329,0.21329,0.00114
ecs_prompt_final_layer_per_head_layer_6_head_23,-0.21327,0.21327,0.00114
ecs_prompt_final_layer_per_head_layer_24_head_10,-0.21326,0.21326,0.00114
cos_sim_pre_post_ffn_per_layer_layer_1,-0.21325,0.21325,0.00114
ecs_prompt_final_layer_per_head_layer_25_head_20,-0.21320,0.21320,0.00114
ecs_final_layer_per_head_layer_13_head_4,-0.21320,0.21320,0.00114
ecs_final_layer_per_head_layer_15_head_0,-0.21315,0.21315,0.00114
ecs_final_layer_per_head_layer_12_head_3,-0.21314,0.21314,0.00114
cas_vs_final_layer_per_head_layer_0_head_11,-0.21311,0.21311,0.00115
cas_alt_vs_current_layer_per_head_layer_13_head_10,0.21310,0.21310,0.00115
ecs_final_layer_per_head_layer_13_head_2,-0.21303,0.21303,0.00115
cas_alt_vs_final_layer_per_head_layer_23_head_17,-0.21302,0.21302,0.00115
ecs_prompt_final_layer_per_head_layer_4_head_2,-0.21302,0.21302,0.00115
cas_alt_vs_final_layer_per_head_layer_16_head_18,-0.21296,0.21296,0.00116
ecs_prompt_final_layer_per_head_layer_3_head_18,-0.21292,0.21292,0.00116
cas_alt_vs_final_layer_per_head_layer_23_head_20,-0.21287,0.21287,0.00116
ecs_prompt_final_layer_per_head_layer_24_head_9,-0.21281,0.21281,0.00117
ecs_prompt_final_layer_per_head_layer_6_head_20,-0.21274,0.21274,0.00117
ecs_prompt_final_layer_per_head_layer_6_head_17,-0.21269,0.21269,0.00117
ecs_final_layer_per_head_layer_13_head_0,-0.21268,0.21268,0.00117
ecs_prompt_final_layer_per_head_layer_20_head_14,-0.21267,0.21267,0.00118
